Hour,Standard_Heat_Pump_kW,High_Efficiency_Heat_Pump_kW
65,0.8148049976069839,0.7617402442650412
66,1.0803413781028035,0.5954554095730454
67,1.1986598655799507,0.7915241511681205
68,0.8444108755177854,0.7757931112282731
69,1.0898228365139377,0.5213697449937262
70,0.9349653570427275,0.6539022913735382
71,0.8707310602949321,0.5533683093048907
72,1.176747150956718,0.7656890824460705
73,1.1903737958709186,0.6992943479409355
74,1.1059063432251677,0.6103850153158359
75,0.9610180065364882,0.6447933235086534
76,0.9672047080166762,0.6956748629649433
77,1.0579909901569975,0.6560195841061542
78,5.725194354881165,2.432873876843313
79,6.214233767596885,2.7923170032028897
80,5.588598504589042,2.7558385711338986
81,4.9418477974526915,2.780645972311894
82,1.1801690244239262,0.5229521555662106
83,1.0253358866202937,0.7301943138599265
84,0.8848124480874765,0.6818988036649035
85,1.0163688203851056,0.7254320605274746
86,0.8693332950514153,0.5115929394223534
87,0.8589996341680569,0.5688333216574191
88,1.0905980136070659,0.7097264923724098
89,0.8839073170238158,0.5219126722312218
90,0.8088360301687427,0.7058982921726451
91,1.0503873739684304,0.6536016200401498
92,1.1803730074239456,0.6927564718708926
93,1.1574398325151192,0.6144553570059375
94,0.947705464106678,0.5084292838656137
95,1.1714745890650595,0.5480606551212516
96,1.005952285675079,0.6460547306740269
97,1.1774840820857948,0.6930993774778764
98,1.027788437253506,0.5424425831405566
99,0.805319573857014,0.7086864059696729
100,0.9353107369156498,0.6581420242911441
101,0.8474581418449931,0.6609448466673222
102,5.692065400758446,3.0565179703715804
103,4.547698708804622,2.9863294066928714
104,4.611413012054403,2.648882242318846
105,5.697570239085307,2.0711539334579125
106,0.8797899155898654,0.7060202895970522
107,1.049520422225064,0.6580690704190143
108,0.8628688343342374,0.501509235031389
109,0.8330245009052398,0.7156361031243972
110,1.0772388563267317,0.7668124419674314
111,0.9094844678564893,0.7127339174582772
112,0.9619690982802213,0.6735451794461154
113,1.1988699429981242,0.5604798816754952
114,1.0016444798978783,0.7902597759639256
115,1.1752115423976988,0.7643616806001972
116,0.9427235521784,0.5443420161950986
117,0.9191985778032412,0.7695076630914801
118,0.8462180799575976,0.5343697782020163
119,0.9807999152676157,0.6788341051879377
120,1.1911726848127522,0.7310640853933239
121,0.9868029658355957,0.7211612071735815
122,0.8129769373106209,0.5999098339592718
123,1.0623232681831627,0.5562238535846206
124,0.8114214464715145,0.5872662292741441
125,0.9206827437043302,0.7916190864234135
126,4.934467225417123,2.174770497289228
127,4.961422151617964,2.753435740882476
128,5.295048411819567,2.8286392638799076
129,5.444717881870525,3.003486429578788
130,1.0749538452383474,0.7386949192038075
131,0.813609115977781,0.5985476923652125
132,0.9106373583816431,0.6506448446452991
133,0.8072082203451421,0.6042139234743233
134,0.8364819392789461,0.6289105761640221
135,1.1830849109585733,0.7579559627039836
136,1.1552310846672658,0.7921195619236432
137,1.0627896296873816,0.7240997709028704
138,1.1919003692796424,0.7872804491609346
139,0.9842852624566779,0.6842827935450857
140,0.8301396254389689,0.7265973010071483
141,1.1218756887468742,0.7028728760358331
142,1.0546986487617553,0.7070709691195113
143,1.0816753596060693,0.770985100345112
144,1.1896927901629977,0.6979254764838374
145,1.062075759050382,0.638693227083434
146,1.0719269101839028,0.5754188564090954
147,0.9340797945481096,0.665593742463866
148,1.1185664539780835,0.5845780151792116
149,0.9234180354475316,0.517814197975796
150,4.7730311066869096,3.017531157765096
151,5.650787014141729,2.3338901376472476
152,5.45843194846993,2.982377354080784
153,6.352510333536527,2.9541656770723175
154,0.9943254926546417,0.537768407541948
155,1.1675099880163733,0.7978066358188869
156,1.042884032105013,0.7026592034433178
157,1.174697837394843,0.6230382600721841
158,0.9562670253822388,0.6878635895677121
159,1.1913680814382601,0.5331666891678994
160,1.1334122622114289,0.6302957081327375
161,1.1771441340330784,0.7185220009367874
162,1.1794979553643006,0.5208759595522895
163,1.0710434646186813,0.5276485607948648
164,0.9463316772344323,0.6092297408854307
165,0.9297106765319099,0.7195868956884947
166,0.8662973743747875,0.5421862858454805
167,0.8578518755852353,0.6873927632233678
168,0.8004361780360295,0.6199998731988072
169,0.8403089279978002,0.7142954855352406
170,1.00585513307901,0.7033357405196896
171,1.1877070760023827,0.6272592484413806
172,0.9751641254807749,0.7925732140853612
173,0.9613112425887222,0.6476612925695887
174,5.010004400102412,2.746807137450021
175,6.137729172375671,2.0500337357634746
176,5.329310068176142,3.131443666345682
177,4.689529080363526,2.333402330543981
178,0.8678070473317729,0.6136924993078688
179,0.8872844397387601,0.6538504221864814
180,1.0900472322264665,0.5809653509689063
181,0.8118408940191403,0.6217520519850078
182,1.0504467072581252,0.68044710023789
183,0.9476347376095824,0.7544387301860045
184,1.0487201002544446,0.6646438193358544
185,0.9527201370732719,0.6244379502909617
186,0.9997127954605888,0.7759013730746188
187,1.0667932328561776,0.6069307679590894
188,1.1066546185077049,0.6855424808271967
189,0.9063801475722773,0.50494555945703
190,1.1071042102947153,0.5884547708090079
191,0.9624632131031404,0.5579517705008352
192,0.8289369511870909,0.5969097190906221
193,0.8749236264751448,0.6366745901622006
194,0.985979480345344,0.533237729816895
195,1.0984898619229777,0.6727027717922608
196,1.0120217581938702,0.5528024971935765
197,0.8852744647722046,0.7590914091563965
198,5.734659167937844,2.8408279813327675
199,4.891787244253132,2.526739786558851
200,6.109712357335927,2.2779423828036918
201,6.201788919205548,2.6952968368486814
202,0.9137159849318154,0.6025911245098394
203,1.078016389171182,0.6998599717280952
204,1.099297892916838,0.5367812687197906
205,0.8183648274886928,0.7896670838958579
206,0.9973045143399478,0.6131729272488097
207,0.8863016525937691,0.569844676267989
208,0.9720894854977103,0.7814868578487024
209,0.8458414543133471,0.7969581834978416
210,0.9684489997530449,0.6266601836268697
211,1.0615882137785437,0.6350420752306039
212,0.8989978830901914,0.594135808239341
213,1.0877345134862462,0.6064887055541026
214,0.9369356762232046,0.5254594156308137
215,0.9939553918791904,0.5289389385674383
216,0.9624422974022382,0.6681421645897745
217,0.9879360114825493,0.7911179180904802
218,1.1799726507271546,0.5949084634378006
219,1.0267144015788396,0.7020971350289149
220,0.8340550424930906,0.7686628836371207
221,1.1285523467118166,0.5472685045747407
222,5.7417694583190215,2.3958311112304562
223,5.539665526850749,2.018589074042043
224,6.127863068873005,2.9120696163969937
225,4.858461837551702,2.099815124830584
226,1.1543371727983633,0.5750946793708991
227,0.8661419288855501,0.7006604275601702
228,1.1165624620775607,0.5823228184987868
229,0.9864854464505189,0.7023682299094598
230,1.0103085587995215,0.7059719189986808
231,1.015397584261351,0.5713367389169209
232,0.946716422612456,0.5355151915649219
233,0.8419336756074307,0.6607636929127169
234,0.8722891784221867,0.5952694053478532
235,1.0949270136842646,0.761695746866675
236,1.0783698716378494,0.6596547867253961
237,1.0901503213146937,0.648331608343656
238,1.1459958068877545,0.6569951255806459
239,1.1069794378597042,0.5700542541043305
240,1.1649465990878967,0.5058096362003498
241,0.8629605875252808,0.7803564924905763
242,1.1932655010160462,0.6548977646649872
243,1.0273474599482477,0.6644378560073868
244,1.159138950077633,0.7193052348759374
245,0.8212924490488166,0.5451942119183337
246,6.155156180504702,2.4185747894887157
247,4.785699666340198,2.804902758765618
248,5.115776602618345,2.4708309359541927
249,4.55758169043535,3.0823260662079246
250,0.8098608707662382,0.6802551201260626
251,1.168838767041463,0.5056890653019122
252,0.8972838275850237,0.7665041931902205
253,1.178097180166223,0.598708285942365
254,1.1480041244137693,0.6103524456497816
255,1.0731170085284267,0.623154740686236
256,1.1665159712830422,0.732463475154141
257,0.8564885734264576,0.5373210727145536
258,0.8280779590784537,0.6495305673501712
259,0.8125640022565367,0.6396531926173886
260,0.9096874622306911,0.6572458662964905
261,0.8117978866764719,0.71176573955633
262,1.1404457907809593,0.7616390047882093
263,1.0186813958847756,0.5807584682816559
264,0.8321197846176611,0.5911209048058641
265,0.9355833173002762,0.5371774080108591
266,1.1347784154553633,0.5505177569005508
267,1.1822201366021614,0.7247320459987409
268,1.1380739703847509,0.6469999591268121
269,1.1681188290928228,0.7194645348608351
270,4.591945731537617,3.0678259669079875
271,5.447873123560932,3.02495489310931
272,5.947149694953543,2.7785125288141006
273,4.692251130797434,2.684235742239009
274,1.073168082030242,0.6363102455143782
275,0.8163438884652046,0.7339546617952736
276,0.961206180895915,0.7206673872824649
277,0.834485965533592,0.5779866822742846
278,1.1308916749289657,0.5965068940229392
279,1.0018461950833308,0.7814867065244646
280,1.1495199247624852,0.7360161193205417
281,1.058943076095542,0.61830238887292
282,0.8147461522381588,0.6871395502566732
283,0.8425046167904312,0.6398254501465896
284,0.9764921869792049,0.6423979290405902
285,0.9804642135334217,0.6358893976685485
286,1.012830440673338,0.7897680519897525
287,1.1945971912574862,0.716053713681708
288,1.13919980219906,0.5457444769150577
289,1.1306742274246577,0.5362924093388697
290,1.1061131815973348,0.7452017407747874
291,0.8319921656024076,0.7884791867977674
292,0.8297058827860742,0.6448082192156439
293,1.199010491868588,0.5402769026619908
294,6.47075841690107,2.870952347703276
295,5.949458192501504,2.5341903992283745
296,6.283280584263882,3.0671333789092716
297,4.682156424682129,2.465825692451003
298,0.893762266919908,0.5494970439190368
299,0.8986559230769299,0.6780266274353655
300,1.165051851296114,0.5784013154909123
301,1.164497170627837,0.7291290747066064
302,0.8144555123788784,0.7173130966316099
303,1.0572559527992267,0.7551338666535294
304,1.0296277826023053,0.7561095488183398
305,0.9996113006270726,0.6183358050658776
306,1.1287379492929617,0.6432217342115248
307,0.9955462614297634,0.7833043607834034
308,0.9754938176436483,0.5240718059183294
309,1.1953276457438613,0.5925473460257958
310,0.8404500911828613,0.6482541244879143
311,1.1945690729330896,0.6915600042718032
312,0.8627632915878407,0.7794005589193816
313,1.0649551263238342,0.667606241612412
314,0.8599474514804374,0.5580009037987277
315,0.9635614786333456,0.6547751297892976
316,1.0435087176268119,0.787149112494763
317,0.9456763621562192,0.5348169408768063
318,5.192767908490804,3.0862853429841923
319,5.442328373461592,2.2052437785219747
320,5.349676520687679,2.9390998596857107
321,4.947104900767292,2.409953212064394
322,0.8075674195143772,0.5866461152667108
323,0.8818583625308806,0.6888124712394492
324,0.8273602875942947,0.6604966727330868
325,1.11792166134218,0.7504681954714321
326,1.1906791226990892,0.5241000884200201
327,0.9887756241115588,0.5433615912828801
328,0.9785930389240096,0.7032789177057239
329,1.0383924406978668,0.7230140830652436
330,1.056710516256858,0.6128085837776668
331,1.1308216635671837,0.7771896672712183
332,0.9077158271896287,0.5889007132384299
333,0.8441951332407885,0.6041777814247712
334,1.072718839185092,0.6706811019584566
335,0.9846359513198569,0.5787040838923911
336,0.855378793559911,0.6089701316573051
337,1.1373330459542543,0.674120502032621
338,1.1354269310415956,0.50272053768924
339,1.1112835012944422,0.6484539695158624
340,0.9927351166902756,0.6651479927265433
341,0.8309308753433238,0.5079773965503007
342,4.774959314822628,2.719845026703288
343,5.171613721671507,2.4197812418933613
344,5.284615203037306,2.104167047942556
345,5.591788622377374,2.235950879362791
346,0.9787966423765682,0.7876673362169211
347,0.8411728518776576,0.6603342552371363
348,0.9554877612184727,0.7582275017441882
349,1.1956939005437133,0.6745960636032228
350,1.0590722339646206,0.7152664710683516
351,1.1881008708995944,0.6322419366293858
352,1.0565680030713778,0.760352200992009
353,0.8235708024830944,0.7794016194584277
354,0.9573521089333811,0.5996076462609
355,0.9861482002809974,0.5602227806236617
356,1.1807736313461654,0.6530070084481525
357,1.0909128337054987,0.6421228294995587
358,0.880693914222801,0.7691553908175857
359,0.8003885082775992,0.7640609910129192
360,1.1050555019976613,0.6780158108114896
361,0.8668979620536077,0.6785058522871306
362,1.0911265077740833,0.7227782106605211
363,1.1146174974641991,0.7934089367436878
364,1.1852667017691427,0.6647632860913374
365,1.190105257472151,0.7583725064885601
366,5.109570060664337,2.5584794693927053
367,5.889042687061511,2.3345856707380803
368,5.2558937984103045,2.4188858664079294
369,4.750575906602763,2.0918735840050267
370,0.8604614285655894,0.7570523167147934
371,1.177595531308571,0.7681335321330237
372,0.8438672280266598,0.7800610469432565
373,1.0430229686115633,0.7493694001963203
374,0.990483638343284,0.5538582472496152
375,0.8041417190278219,0.5026143827409852
376,1.027333588319929,0.708394710306204
377,0.8115730108254257,0.6756486618610463
378,0.8374467561288178,0.7222871598622633
379,1.0213338802741962,0.6124031872007474
380,1.0129082877559874,0.6157927483400286
381,1.0761665573827635,0.7415353058843202
382,1.1342608967766463,0.596463020618966
383,1.13281583497078,0.5501037786301718
384,0.946631901028969,0.7954096515270463
385,0.9400750165347257,0.7174433791254968
386,1.123847385535577,0.5780658739066008
387,1.10555783009036,0.6959938478842072
388,0.9605341933167052,0.5058239247005346
389,1.0945231032173925,0.5669341669617302
390,5.757164285873138,2.4999437794738526
391,5.238648043541247,2.209194532746742
392,5.001561100584199,2.5526803726053213
393,4.829931733161461,2.29723371041558
394,1.1257467228452906,0.6335539279595839
395,1.0951735697125147,0.5934377195381768
396,0.9860037893448429,0.5574122068051925
397,1.0400370655636664,0.540884478156696
398,0.8055807467780393,0.6848325719365396
399,1.1536688082167965,0.5374469195500264
400,0.8437518697165487,0.5648718291503544
401,1.176301296070446,0.770426672674051
402,0.8116602171922048,0.6816095359422216
403,1.0871194418509424,0.7272464443794303
404,1.1087046991268426,0.5665831416522605
405,0.9554681041759672,0.7505423504723726
406,0.9828524775324338,0.765810226669423
407,1.0110771076485876,0.7019615192551744
408,0.9867894147065885,0.6101686778674469
409,0.8608989782700103,0.6847887082171304
410,1.132577938647266,0.5443722632592597
411,1.1531560741980096,0.7703204624196196
412,1.1729738265937741,0.7105496461689786
413,1.1296779102994134,0.6141787401594522
414,4.846972341619427,2.669134991910294
415,6.065147149770309,2.5318517052164218
416,5.822829696335861,2.1359415042867176
417,6.030993217221499,2.0952975528819184
418,0.8356366232383157,0.5292654135535506
419,0.8997959900197793,0.702957521365984
420,0.9347956875530039,0.5219267432595964
421,1.0650387044134848,0.7592609055227575
422,1.118399512401734,0.5569637739177702
423,1.1641779835601718,0.707946517082797
424,1.0453921204901993,0.6522351347171211
425,1.0048500604888737,0.7404277774928948
426,1.1488954395295115,0.7905523073581444
427,1.1869896467788923,0.5149860482810203
428,1.1481698693411537,0.7165080087976432
429,0.948040381661354,0.747941618016602
430,1.0066604266847885,0.5547391882611938
431,0.8767662436089291,0.5934581356373955
432,0.9557431055072942,0.6002158653872056
433,1.0820359087456861,0.6505347625834426
434,1.1108088987916704,0.6256584844079633
435,0.9150680177180174,0.6629240743992444
436,0.810310598943218,0.545454211785339
437,0.9322124879435042,0.5182965072254293
438,6.448620164958727,2.986431036803494
439,4.962329529154221,2.1695237741076183
440,4.834659428936048,2.457255716046773
441,5.854328675029345,2.833871063889496
442,0.952991412921226,0.7688297026103785
443,1.1170100239588834,0.6182976915694149
444,0.9404584848030128,0.5530785629175176
445,0.9335345186540791,0.5099023170597382
446,0.8970771065977121,0.6455694200153286
447,0.9425437511989658,0.7862832013144376
448,1.0620020417770206,0.5590999651016154
449,0.9703953171746893,0.6974185187853773
450,0.9321437813964331,0.7056904503639367
451,0.8287498492321344,0.7901638687382064
452,0.8135211102393536,0.5260614398842425
453,0.9859976444799412,0.6819725410083687
454,0.9260473507590175,0.6277306833598251
455,0.8047276922426997,0.5163728662128979
456,1.1300125410923627,0.6530885482695843
457,1.0395023677518833,0.5437539376239612
458,1.0655202068697176,0.5114831911369141
459,0.9514759332542931,0.7144417431146146
460,1.039592648219771,0.5695457077687028
461,0.9775603812320914,0.713777889965266
462,4.538558946348423,2.1613433179883526
463,4.984293683793237,2.1506953659305417
464,5.083322238405088,2.9346235227132866
465,4.911746394666139,2.5320611509214546
466,1.1361141413684632,0.7286086512330221
467,0.8851703115424892,0.7919290659720697
468,1.1718048116442314,0.7660941043470177
469,1.1752591571189348,0.6245045851976712
470,0.9319670629458292,0.6832916473484163
471,1.158724816201031,0.7743410689595048
472,1.1216175819411214,0.6141192391803382
473,0.9397201942452023,0.6532798209878561
474,1.0727117009367602,0.6648655767954622
475,1.0127391739128475,0.7570887724075201
476,0.8710146749959565,0.5533380470854624
477,0.8698139638449129,0.6735532381283553
478,1.0029162141380359,0.5581396728308069
479,0.912676950393966,0.5667296479626507
480,1.1703829678059279,0.7296138465125916
481,0.8686785124217908,0.5929172916604514
482,0.8749264467349437,0.7876916041526065
483,1.1233746484268912,0.6539378172143218
484,1.1865319891131119,0.595593044527801
485,0.8642461905427513,0.7892543629463165
486,6.340939155003646,3.0776001781962097
487,4.699249909346098,3.0642630143730676
488,5.9636584439189715,2.7569600957711664
489,5.344923189777575,2.6665761469299025
490,1.1232597487424263,0.5775265419919859
491,0.9622486250040733,0.5123457047822675
492,1.0653946409730217,0.5492737547442804
493,1.1269545487467667,0.6964979808270544
494,0.9987648169229095,0.5189787285057711
495,0.8339437756056891,0.5840783863004771
496,0.8234390728043878,0.7782493603116665
497,0.8248084975209332,0.7554967546536131
498,1.1643665154619205,0.7109277291284751
499,1.0848218928768074,0.6102538031265045
500,1.0529728537483445,0.5555426341944176
501,1.006919423616396,0.6141398842470032
502,0.8849262694892955,0.5654679710312176
503,1.0510806367716836,0.6084114753369881
504,0.9041367990065972,0.6516152087621118
505,1.0105009745790172,0.6572244850826757
506,1.075495130100364,0.5277037504384812
507,1.1822704018633763,0.694988913420516
508,0.9676920087701497,0.6001836981884379
509,1.1161233899191294,0.5988041372811175
510,4.944060000963049,3.1907935333473034
511,5.889092842712452,2.73424780357412
512,5.723760739228886,2.9621860811983654
513,6.493410963968564,2.654867307483963
514,1.0192510281660399,0.665387707089314
515,0.8371368404738366,0.6021041944768308
516,0.9947456905448309,0.5455228474081923
517,1.1527099760785349,0.7206172317613494
518,1.133299244858934,0.7083574427614978
519,0.9878610402073429,0.7778158383975166
520,0.8564750916668513,0.6450696946248182
521,1.0113287498241585,0.5231308022528404
522,1.0877592278935209,0.5291449398438133
523,1.1002318850097812,0.739939770005303
524,0.9646146180576103,0.5344722053793544
525,1.1554969748205022,0.7484446119222093
526,1.1560860399180015,0.5248299946866053
527,0.9745909796376037,0.7143266928946983
528,0.8009038032162032,0.6638019605190788
529,0.8875604714133193,0.6482272095834554
530,0.843819838688301,0.5205788399247979
531,1.182474707472791,0.7625041403204308
532,1.0639025773067543,0.5503592414841006
533,1.0681488967713595,0.647553777459823
534,5.196613279456432,2.314938394149215
535,6.489443542405759,2.5123972781740673
536,4.970070635723441,2.14411665835497
537,5.5208451065419295,2.8781046268071657
538,1.1106675060997264,0.7793715554220049
539,0.9669828672555414,0.6223617838180442
540,1.1258403781973774,0.695196516109625
541,1.1593136786194056,0.5852564790485124
542,1.187265943927842,0.592229142245015
543,0.8535180754003937,0.533413962599869
544,1.144484999386996,0.7546057135856817
545,1.1676807247029533,0.5318281095535836
546,1.1978446116899564,0.7413650116457544
547,1.0620163704006689,0.5728666250920662
548,1.0588024990495157,0.75723272520836
549,0.8538465350242279,0.7166866924736797
550,0.9666381036739926,0.7167164414612762
551,1.0101218098943276,0.6745460477081295
552,0.869461369442306,0.5790789562393154
553,1.1048995588224972,0.7369554471754999
554,0.8144568796499062,0.5994479547033048
555,0.8873088817383489,0.7249741842323236
556,1.089419480102415,0.6748902131372954
557,0.8699772735806214,0.7294937056247219
558,4.589698569772955,2.8620110949182367
559,4.844067602388131,3.1481561193645877
560,6.378052547671946,3.1078531222186356
561,4.736231037668137,2.18150001592711
562,0.8758550653692416,0.6783066207657006
563,1.1267991859057978,0.5477285895563696
564,1.1157098568455426,0.6865109301744209
565,0.9243072529101268,0.6371090265283175
566,1.1310301820883821,0.6074908273525934
567,1.0787946622522453,0.7691969902994221
568,0.983144561996446,0.5823786490995095
569,0.8864365829997829,0.6820407450776713
570,1.0672413075174978,0.6367262527497846
571,0.9649476945135413,0.643943822015139
572,1.1049702708189073,0.7173191548702966
573,0.8003001785931778,0.767203902605675
574,1.1350378954430165,0.7512832122207602
575,1.1488437170800263,0.7040490953061725
576,1.0268822233261576,0.5767455310757275
577,1.1090408181835707,0.5747130749722753
578,0.941481124353081,0.5348577185222267
579,0.9634252409822801,0.552898501102138
580,1.0581256135337218,0.5228882299814727
581,0.839935331634079,0.5888266732383526
582,4.993802026849619,3.0878295871143147
583,4.831362324791257,3.057081775704386
584,6.47000809413154,2.9810817732162143
585,4.915683545943863,2.2844024441705026
586,0.9931840337438581,0.6804944611453824
587,0.842352384185317,0.7437290407501651
588,1.103231724314736,0.5870671799160103
589,1.120353627775389,0.7769374421227813
590,0.8568953973618095,0.7363193425314009
591,1.1116926761248662,0.7822405901057052
592,1.0655142860012932,0.5393218024981501
593,0.9845286451911927,0.774257636648028
594,1.0469365939447757,0.5303712020438445
595,1.0963631056673773,0.5421771204329623
596,0.9790529678674091,0.5717067154452297
597,0.9867538169942789,0.6349701510100462
598,0.8005150670480028,0.644108980330425
599,0.8924386091326607,0.513639450009487
600,1.0345122070854358,0.6924992291624036
601,1.1187149846953455,0.7388158110756987
602,1.1980613448634516,0.7819999832238755
603,1.1291876002425445,0.5666581686821663
604,0.9708279572563255,0.6775028111537316
605,1.1024698412439133,0.7301298698186721
606,6.4975647189651005,2.816444098944058
607,4.817364939159438,2.1700731027254196
608,4.968891185355118,2.2629113452320744
609,4.837433942677473,3.09843656216193
610,0.8206754733944603,0.5615696405259171
611,0.892330661214108,0.6242572161904074
612,0.945811165696149,0.5435542833659452
613,0.8591140959272604,0.5725999209818758
614,1.108548147187167,0.684135921736191
615,1.0819588521679744,0.6397214926162292
616,1.0101528741338484,0.5114266268266114
617,0.8080494952010209,0.7023026735109346
618,1.183214317019054,0.6886812499243457
619,0.8636329606186451,0.6537948706744933
620,0.896018058398986,0.6507203058371716
621,0.9114464165762207,0.7993673140096644
622,1.1516506265096702,0.5314106174837124
623,0.8631824161777939,0.5245056507618241
624,1.0755650712970475,0.7049608675578668
625,1.0674031282359013,0.5392714898631193
626,0.8596953123721901,0.7815535334491271
627,1.0340138021563936,0.5167671386365343
628,1.0191151610913831,0.6683065244393246
629,0.8977854591069447,0.6982558331965663
630,5.564229472073176,2.967708102082619
631,4.787275611265444,2.8507107157337397
632,6.398983859241899,3.1384548544027755
633,4.60884529645584,2.2767812612948655
634,0.922387794538346,0.7237278704828809
635,0.8464684590075963,0.6644776501977837
636,1.1931750859046695,0.7108462643022795
637,0.951747323933806,0.5123650101838017
638,1.0389416459645548,0.5928094075066113
639,0.8397456167291564,0.7138494246689323
640,1.0815729451554157,0.5798084086452249
641,0.8940907997041133,0.6657348263133381
642,0.8013906742651745,0.6012611138039449
643,0.883249202658572,0.7528445628581645
644,1.0859820167024599,0.5622250714609442
645,1.0411658873899283,0.5303229320629158
646,1.0757250385598933,0.7024479897201588
647,1.105295938418835,0.7361945691012445
648,1.0986334367364692,0.6170787889063455
649,0.9488018852034223,0.7609353259379347
650,0.9162274895884361,0.7765789007251738
651,0.8691102681246389,0.523013109120589
652,0.8223743737443064,0.596447855112546
653,1.17112917327117,0.6636836540762054
654,5.238957668381319,2.789127829909288
655,5.560913226007641,2.098208840145542
656,5.876895612395502,2.44273810058337
657,5.2805021147739915,2.8374320724611923
658,1.000931410827201,0.6713599557384703
659,1.0591643341292072,0.620029765936016
660,0.9561964422929967,0.500930514761979
661,1.1245158106913018,0.7274605746262985
662,1.1141278075269,0.6903757432663306
663,1.0109123876020194,0.5724264208886868
664,0.872599189829121,0.5269576834252945
665,0.8617347471820634,0.5525503351293649
666,0.919658342223834,0.5604283422822227
667,1.111259894989382,0.7365143375505168
668,1.1268558596632912,0.5418261175645399
669,0.9421719093533827,0.5002798475726021
670,0.8194017686671299,0.5286168478501275
671,1.139150197033353,0.6453937126304423
672,0.8112960200366466,0.7042310142942501
673,1.147654524106069,0.7801161859943042
674,0.9161077269914352,0.6417486604767205
675,0.9684881422147871,0.5047858500543635
676,1.027682078018936,0.5759091701431519
677,1.1915700114019385,0.5431322060309489
678,5.912689700330597,2.6739962917112132
679,4.829519638752063,2.8904817709373156
680,5.561819852713122,3.056165586621506
681,5.2196354026685725,3.141213789721567
682,0.8766798349185747,0.5534195232523038
683,0.956241523211196,0.562490220485329
684,1.093654812369255,0.7275036859756506
685,0.95846659857816,0.7498701271031276
686,0.985296305616898,0.504195284827024
687,1.0595701825246548,0.7973637170394925
688,0.9067022655138188,0.6545547363719256
689,0.8558036490606619,0.7106939265025618
690,1.121406399559716,0.5454412443233452
691,1.0683871567762715,0.5457963496824537
692,1.1129425714691419,0.7674556028105912
693,1.1203615712826542,0.6536545828137297
694,0.9855115001797675,0.7351794771617199
695,1.148668349666614,0.5939625681586058
696,1.0883759832762885,0.721370566169805
697,0.8957489707372556,0.5202064733149407
698,1.1801384171137097,0.6497363796142455
699,1.0782876435221216,0.7821229849107665
700,1.0596007280206297,0.6433565336720088
701,1.1087139385351776,0.7995549475572926
702,5.194433770820446,3.0868504575139903
703,5.757528860943236,2.758953175808598
704,5.468650983786857,2.6799448375307513
705,5.6621554168536905,2.9156796709140993
706,0.8185027317069797,0.6362360502209918
707,0.8621375850968335,0.6378784210651367
708,0.992682711752326,0.6946190697994901
709,1.1476648363020723,0.5387482723171085
710,0.8568337840518733,0.7917409068507373
711,1.030804827627026,0.7463887647661621
712,1.0526436005696858,0.7886576240493703
