Hour,Cambium_Energy_MWh,Cambium_Carbon_kg_MWh,CWFT,PCAF_Weight,Gen_Capacity_Value_MWh,Trans_Value_MWh,Dist_Value_MWh,Emissions_Value_MWh,Total_Avoided_Cost_MWh
84,24.43041749646422,557.4763976596837,0.0,0.0,0.0,0.0,0.0,16.72429192979051,41.154709426254726
85,22.731244305717674,516.3888344805684,0.0,0.0,0.0,0.0,0.0,15.491665034417055,38.22290934013473
86,22.153616655380645,536.4036660908221,0.0,0.0,0.0,0.0,0.0,16.09210998272466,38.24572663810531
87,26.717431100835764,650.543961084539,0.0,0.0,0.0,0.0,0.0,19.516318832536168,46.23374993337193
88,24.4060688769269,491.0239869529004,0.0,0.0,0.0,0.0,0.0,14.730719608587012,39.13678848551391
89,28.570796020234873,601.8076912592151,0.0,0.0,0.0,0.0,0.0,18.054230737776454,46.62502675801133
90,24.68872070113765,460.8672915549324,0.0,0.0,0.0,0.0,0.0,13.826018746647973,38.51473944778562
91,24.05312062293364,622.5468768382312,0.0,0.0,0.0,0.0,0.0,18.676406305146937,42.729526928080574
92,25.340239007579022,532.1376802252772,0.0,0.0,0.0,0.0,0.0,15.964130406758315,41.30436941433734
93,24.32125689583044,542.8972330320901,0.0,0.0,0.0,0.0,0.0,16.286916990962702,40.60817388679314
94,24.300782980823694,560.1551916970627,0.0,0.0,0.0,0.0,0.0,16.80465575091188,41.105438731735575
95,24.67088028211883,597.1066209031599,0.0,0.0,0.0,0.0,0.0,17.913198627094797,42.58407890921363
96,23.63309870490569,380.2985420356032,0.0,0.0,0.0,0.0,0.0,11.408956261068097,35.04205496597379
97,25.335751210532482,395.9081577557101,0.0,0.0,0.0,0.0,0.0,11.877244732671302,37.21299594320379
98,23.91226117549315,438.7460801415234,0.0,0.0,0.0,0.0,0.0,13.162382404245701,37.07464357973885
99,23.850331893699412,503.0108262223556,0.0,0.0,0.0,0.0,0.0,15.090324786670667,38.94065668037008
100,23.78025123695184,475.488201829818,0.0,0.0,0.0,0.0,0.0,14.264646054894541,38.04489729184638
101,24.007334081151072,633.524782858462,0.0,0.0,0.0,0.0,0.0,19.00574348575386,43.01307756690493
102,75.59368678370862,567.4547238857091,0.0018750000000000001,0.0,187.50000000000003,0.0,0.0,17.023641716571273,280.11732850027994
103,77.63890661790879,526.5561485768619,0.0018750000000000001,0.01,187.50000000000003,150.0,150.0,15.796684457305858,580.9355910752147
104,88.61549310190543,660.0912408669012,0.0018750000000000001,0.01,187.50000000000003,150.0,150.0,19.802737226007036,595.9182303279125
105,76.73588339822521,386.7547791019375,0.0018750000000000001,0.01,187.50000000000003,150.0,150.0,11.602643373058125,575.8385267712833
106,21.779577995153538,556.8269010823922,0.0,0.0,0.0,0.0,0.0,16.704807032471766,38.48438502762531
107,24.12662103598521,593.8227832505943,0.0,0.0,0.0,0.0,0.0,17.814683497517827,41.941304533503036
108,24.550856358460898,662.9103434099214,0.0,0.0,0.0,0.0,0.0,19.887310302297642,44.43816666075854
109,23.679388409846336,666.4493512050851,0.0,0.0,0.0,0.0,0.0,19.993480536152553,43.672868945998886
110,24.419282618339125,604.8405140517204,0.0,0.0,0.0,0.0,0.0,18.145215421551615,42.564498039890736
111,23.822570078417094,578.0266543153507,0.0,0.0,0.0,0.0,0.0,17.34079962946052,41.163369707877614
112,22.97681543737088,447.96520189120133,0.0,0.0,0.0,0.0,0.0,13.438956056736039,36.41577149410692
113,26.307005680316067,631.9265182558204,0.0,0.0,0.0,0.0,0.0,18.95779554767461,45.264801227990674
114,24.424343817399375,508.96919366390966,0.0,0.0,0.0,0.0,0.0,15.269075809917291,39.693419627316665
115,26.788145957298667,636.0683147895404,0.0,0.0,0.0,0.0,0.0,19.082049443686213,45.87019540098488
116,28.11407150819955,410.6677792142836,0.0,0.0,0.0,0.0,0.0,12.320033376428508,40.434104884628056
117,27.093557435548778,553.102739581472,0.0,0.0,0.0,0.0,0.0,16.593082187444157,43.686639622992935
118,25.44374734892923,548.2353512300178,0.0,0.0,0.0,0.0,0.0,16.447060536900537,41.890807885829766
119,25.12847529462762,454.72679261936844,0.0,0.0,0.0,0.0,0.0,13.641803778581053,38.77027907320867
120,23.70000749917456,459.0003503673998,0.0,0.0,0.0,0.0,0.0,13.770010511021994,37.470018010196554
121,28.27836420348455,659.7245401322143,0.0,0.0,0.0,0.0,0.0,19.79173620396643,48.07010040745098
122,27.78604146534123,540.616072785557,0.0,0.0,0.0,0.0,0.0,16.21848218356671,44.00452364890794
123,24.172200038239907,390.5688086884006,0.0,0.0,0.0,0.0,0.0,11.717064260652018,35.88926429889192
124,24.413162224263182,442.68676208720547,0.0,0.0,0.0,0.0,0.0,13.280602862616163,37.693765086879345
125,25.02179126930497,520.6075650142648,0.0,0.0,0.0,0.0,0.0,15.618226950427943,40.64001821973291
126,77.01023342214864,583.688555029156,0.0018750000000000001,0.01,187.50000000000003,150.0,150.0,17.51065665087468,582.0208900730233
127,73.65420932805654,657.592810164198,0.0018750000000000001,0.0,187.50000000000003,0.0,0.0,19.72778430492594,280.8819936329825
128,73.03623543607837,519.2528453129834,0.0018750000000000001,0.0,187.50000000000003,0.0,0.0,15.5775853593895,276.1138207954679
129,77.86475949573085,531.7711513716337,0.0018750000000000001,0.01,187.50000000000003,150.0,150.0,15.95313454114901,581.3178940368798
130,24.55103855219953,537.0622413437654,0.0,0.0,0.0,0.0,0.0,16.111867240312964,40.66290579251249
131,25.176599512591224,418.4015583207057,0.0,0.0,0.0,0.0,0.0,12.552046749621171,37.72864626221239
132,24.114469662230263,661.3401385759722,0.0,0.0,0.0,0.0,0.0,19.840204157279164,43.95467381950942
133,23.653043576982785,593.1655255539429,0.0,0.0,0.0,0.0,0.0,17.794965766618287,41.44800934360107
134,25.203542494325333,469.2486947546727,0.0,0.0,0.0,0.0,0.0,14.077460842640182,39.28100333696551
135,25.09899303714282,422.90922086024744,0.0,0.0,0.0,0.0,0.0,12.687276625807424,37.78626966295025
136,22.675304052533697,564.8715194434192,0.0,0.0,0.0,0.0,0.0,16.946145583302574,39.62144963583627
137,24.086208984685754,539.6601951813956,0.0,0.0,0.0,0.0,0.0,16.18980585544187,40.27601484012762
138,28.345447478960118,627.3567126526435,0.0,0.0,0.0,0.0,0.0,18.820701379579305,47.16614885853942
139,25.10622623235019,455.2664752593413,0.0,0.0,0.0,0.0,0.0,13.657994257780238,38.76422049013043
140,25.729315527779004,641.1657640190849,0.0,0.0,0.0,0.0,0.0,19.234972920572545,44.96428844835155
141,28.221029250321784,517.1020225248513,0.0,0.0,0.0,0.0,0.0,15.51306067574554,43.73408992606733
142,25.464225986214803,559.1350774268997,0.0,0.0,0.0,0.0,0.0,16.77405232280699,42.238278309021794
143,26.986529205451873,592.0300998842458,0.0,0.0,0.0,0.0,0.0,17.760902996527374,44.74743220197925
144,22.544240957656413,599.0985320929874,0.0,0.0,0.0,0.0,0.0,17.97295596278962,40.51719692044603
145,26.16197549122883,542.0117789988319,0.0,0.0,0.0,0.0,0.0,16.260353369964957,42.42232886119379
146,21.343240997510225,664.7852142132572,0.0,0.0,0.0,0.0,0.0,19.943556426397716,41.28679742390794
147,23.816695137890022,632.0370215967864,0.0,0.0,0.0,0.0,0.0,18.961110647903592,42.77780578579362
148,25.667226232592476,639.2375344331604,0.0,0.0,0.0,0.0,0.0,19.17712603299481,44.84435226558729
149,20.440240719548438,523.4084869046787,0.0,0.0,0.0,0.0,0.0,15.702254607140363,36.1424953266888
150,69.80446434352922,741.708697166855,0.0018750000000000001,0.0,187.50000000000003,0.0,0.0,22.251260915005652,279.55572525853495
151,73.97438214417647,563.2385900520648,0.0018750000000000001,0.0,187.50000000000003,0.0,0.0,16.897157701561945,278.3715398457384
152,72.90833230996272,623.530069348341,0.0018750000000000001,0.0,187.50000000000003,0.0,0.0,18.705902080450233,279.114234390413
153,68.37627456903171,623.9567260674221,0.0018750000000000001,0.0,187.50000000000003,0.0,0.0,18.718701782022663,274.5949763510544
154,27.26361302460843,530.970832892436,0.0,0.0,0.0,0.0,0.0,15.929124986773079,43.19273801138151
155,28.73335225578277,535.4107379102942,0.0,0.0,0.0,0.0,0.0,16.062322137308826,44.795674393091595
156,25.307560235052847,549.8446757814814,0.0,0.0,0.0,0.0,0.0,16.495340273444445,41.80290050849729
157,28.04510790292682,475.9582283928336,0.0,0.0,0.0,0.0,0.0,14.278746851785007,42.323854754711824
158,25.877301714434974,598.2484940109471,0.0,0.0,0.0,0.0,0.0,17.94745482032841,43.82475653476338
159,22.782676634506252,492.2608203437777,0.0,0.0,0.0,0.0,0.0,14.767824610313331,37.550501244819586
160,27.17749626287233,631.9356553401794,0.0,0.0,0.0,0.0,0.0,18.958069660205386,46.13556592307772
161,24.97821784343898,498.11091126674455,0.0,0.0,0.0,0.0,0.0,14.943327338002337,39.92154518144132
162,26.586631903575366,395.69335567744247,0.0,0.0,0.0,0.0,0.0,11.870800670323273,38.45743257389864
163,26.733297501433338,585.1690000685053,0.0,0.0,0.0,0.0,0.0,17.555070002055157,44.288367503488494
164,26.25390159466317,535.1250659721792,0.0,0.0,0.0,0.0,0.0,16.053751979165376,42.307653573828546
165,21.561471966009787,524.0831079504806,0.0,0.0,0.0,0.0,0.0,15.722493238514415,37.2839652045242
166,24.592532300946083,478.0208194742519,0.0,0.0,0.0,0.0,0.0,14.340624584227557,38.93315688517364
167,24.10590115765749,486.0123908050873,0.0,0.0,0.0,0.0,0.0,14.580371724152618,38.68627288181011
168,25.63310556459296,413.33500787597484,0.0,0.0,0.0,0.0,0.0,12.400050236279245,38.03315580087221
169,23.87622700215183,381.8817919273609,0.0,0.0,0.0,0.0,0.0,11.456453757820826,35.332680759972654
170,23.77683656642905,612.4362349978022,0.0,0.0,0.0,0.0,0.0,18.373087049934067,42.14992361636312
171,23.7203556862623,435.50553035739733,0.0,0.0,0.0,0.0,0.0,13.06516591072192,36.785521596984225
172,22.998237379622594,532.7708782217003,0.0,0.0,0.0,0.0,0.0,15.98312634665101,38.98136372627361
173,25.476912439567304,553.3271435389049,0.0,0.0,0.0,0.0,0.0,16.599814306167147,42.07672674573445
174,78.24986967663158,612.0354979006606,0.0018750000000000001,0.01,187.50000000000003,150.0,150.0,18.36106493701982,584.1109346136514
175,70.94666025045149,547.7612343958724,0.0018750000000000001,0.0,187.50000000000003,0.0,0.0,16.432837031876172,274.87949728232763
176,79.4338267374211,503.38023192119147,0.0018750000000000001,0.01,187.50000000000003,150.0,150.0,15.101406957635742,582.0352336950568
177,62.958139200059506,553.0308617116128,0.0018750000000000001,0.0,187.50000000000003,0.0,0.0,16.590925851348388,267.0490650514079
178,22.726693366706165,671.9484152176284,0.0,0.0,0.0,0.0,0.0,20.158452456528853,42.88514582323502
179,25.620079923919022,565.211252662228,0.0,0.0,0.0,0.0,0.0,16.95633757986684,42.57641750378586
180,22.881734824420526,535.2682023279866,0.0,0.0,0.0,0.0,0.0,16.058046069839598,38.939780894260124
181,22.957787653187935,450.2302708523685,0.0,0.0,0.0,0.0,0.0,13.506908125571055,36.464695778758994
182,25.16485170821781,623.3073323110494,0.0,0.0,0.0,0.0,0.0,18.69921996933148,43.86407167754929
183,25.572970591360736,594.3318807507084,0.0,0.0,0.0,0.0,0.0,17.829956422521253,43.40292701388199
184,26.38524580193976,687.1377592859099,0.0,0.0,0.0,0.0,0.0,20.614132778577293,46.99937858051705
185,25.377059233243394,503.2096231292411,0.0,0.0,0.0,0.0,0.0,15.096288693877234,40.47334792712063
186,23.491941531004976,582.8407153013377,0.0,0.0,0.0,0.0,0.0,17.485221459040133,40.97716299004511
187,27.426694031148998,618.2784536101311,0.0,0.0,0.0,0.0,0.0,18.548353608303934,45.97504763945293
188,22.846216711912135,709.6876409995763,0.0,0.0,0.0,0.0,0.0,21.29062922998729,44.13684594189942
189,27.289086019442394,431.13215003051084,0.0,0.0,0.0,0.0,0.0,12.933964500915327,40.22305052035772
190,21.780251419282358,650.2403856480762,0.0,0.0,0.0,0.0,0.0,19.507211569442287,41.28746298872464
191,21.224885060388054,509.79621458856775,0.0,0.0,0.0,0.0,0.0,15.293886437657031,36.51877149804508
192,27.529203914311317,678.2867811286294,0.0,0.0,0.0,0.0,0.0,20.34860343385888,47.877807348170194
193,28.73837167808729,470.9926766819002,0.0,0.0,0.0,0.0,0.0,14.129780300457005,42.8681519785443
194,25.347367912032347,594.371310437203,0.0,0.0,0.0,0.0,0.0,17.831139313116086,43.17850722514844
195,24.02207955542707,605.8990896515576,0.0,0.0,0.0,0.0,0.0,18.176972689546727,42.1990522449738
196,25.927635739557417,526.3438551659142,0.0,0.0,0.0,0.0,0.0,15.790315654977427,41.71795139453484
197,26.178009172663693,555.5718641238332,0.0,0.0,0.0,0.0,0.0,16.667155923714997,42.84516509637869
198,79.83779420891003,620.4877162466827,0.0018750000000000001,0.01,187.50000000000003,150.0,150.0,18.61463148740048,585.9524256963106
199,79.64570926016545,649.1433244555576,0.0018750000000000001,0.01,187.50000000000003,150.0,150.0,19.474299733666726,586.6200089938321
200,88.8034867654134,528.3768446621729,0.0018750000000000001,0.01,187.50000000000003,150.0,150.0,15.851305339865185,592.1547921052787
201,67.93616925801655,467.27313846282175,0.0018750000000000001,0.0,187.50000000000003,0.0,0.0,14.018194153884652,269.4543634119012
202,23.264912764551433,592.596575273001,0.0,0.0,0.0,0.0,0.0,17.77789725819003,41.04281002274146
203,24.71799352696113,477.0541900800068,0.0,0.0,0.0,0.0,0.0,14.311625702400203,39.02961922936133
204,28.102591687078657,432.87945415375424,0.0,0.0,0.0,0.0,0.0,12.986383624612627,41.088975311691286
205,26.425409637370915,583.8884903025792,0.0,0.0,0.0,0.0,0.0,17.516654709077375,43.94206434644829
206,24.688583488792105,516.9417750472081,0.0,0.0,0.0,0.0,0.0,15.508253251416246,40.196836740208354
207,24.84291392196851,531.8283257463432,0.0,0.0,0.0,0.0,0.0,15.954849772390297,40.79776369435881
208,27.94140702326826,550.5114444393014,0.0,0.0,0.0,0.0,0.0,16.51534333317904,44.4567503564473
209,20.235552643548083,654.0996796893223,0.0,0.0,0.0,0.0,0.0,19.62299039067967,39.85854303422775
210,22.773133814196193,466.0298820920232,0.0,0.0,0.0,0.0,0.0,13.980896462760695,36.75403027695689
211,25.661084002226662,528.4682894497377,0.0,0.0,0.0,0.0,0.0,15.854048683492131,41.5151326857188
212,25.76879873109708,570.1053773279414,0.0,0.0,0.0,0.0,0.0,17.103161319838243,42.87196005093532
213,26.656562956658505,467.90440059066407,0.0,0.0,0.0,0.0,0.0,14.037132017719923,40.69369497437843
214,26.058425458981162,526.1838202236153,0.0,0.0,0.0,0.0,0.0,15.78551460670846,41.84394006568962
215,24.328619204949522,518.1225719588108,0.0,0.0,0.0,0.0,0.0,15.543677158764325,39.87229636371384
216,22.8522232388097,514.9034903884225,0.0,0.0,0.0,0.0,0.0,15.447104711652676,38.29932795046238
217,26.392624638324772,416.46221681882616,0.0,0.0,0.0,0.0,0.0,12.493866504564785,38.886491142889554
218,25.86667344449512,521.2638831486449,0.0,0.0,0.0,0.0,0.0,15.637916494459347,41.50458993895447
219,25.333559913310907,520.2470230223533,0.0,0.0,0.0,0.0,0.0,15.607410690670601,40.94097060398151
220,28.60217026935157,496.02412312144844,0.0,0.0,0.0,0.0,0.0,14.880723693643453,43.48289396299502
221,23.496687023638366,616.5207584085671,0.0,0.0,0.0,0.0,0.0,18.495622752257013,41.99230977589538
222,73.68039138600042,552.8640527178635,0.0018750000000000001,0.0,187.50000000000003,0.0,0.0,16.585921581535906,277.76631296753635
223,69.039532463673,672.8469145572353,0.0018750000000000001,0.0,187.50000000000003,0.0,0.0,20.18540743671706,276.7249399003901
224,79.940919038566,565.8073290161196,0.0018750000000000001,0.01,187.50000000000003,150.0,150.0,16.974219870483587,584.4151389090496
225,76.78634039231952,484.2671091209686,0.0018750000000000001,0.01,187.50000000000003,150.0,150.0,14.528013273629059,578.8143536659486
226,23.23231243947896,502.33997199843736,0.0,0.0,0.0,0.0,0.0,15.070199159953122,38.30251159943208
227,29.32070768344088,579.0970867955687,0.0,0.0,0.0,0.0,0.0,17.37291260386706,46.69362028730794
228,23.88667572663801,731.5110320390762,0.0,0.0,0.0,0.0,0.0,21.945330961172285,45.83200668781029
229,24.579250181826552,619.7627298658334,0.0,0.0,0.0,0.0,0.0,18.592881895975005,43.17213207780156
230,25.25268269585614,610.460434590613,0.0,0.0,0.0,0.0,0.0,18.31381303771839,43.56649573357453
231,24.39304866872452,560.1720854123341,0.0,0.0,0.0,0.0,0.0,16.805162562370022,41.19821123109455
232,25.46841386596362,471.87363216870074,0.0,0.0,0.0,0.0,0.0,14.156208965061023,39.62462283102464
233,25.222534679445516,540.5880649434814,0.0,0.0,0.0,0.0,0.0,16.217641948304443,41.44017662774996
234,24.24445388750764,490.9772378527548,0.0,0.0,0.0,0.0,0.0,14.729317135582644,38.97377102309028
235,25.222262809307487,583.0356149038603,0.0,0.0,0.0,0.0,0.0,17.491068447115808,42.713331256423295
236,28.16403340560626,456.1430391479929,0.0,0.0,0.0,0.0,0.0,13.684291174439787,41.84832458004605
237,23.88065594036717,536.5084573448564,0.0,0.0,0.0,0.0,0.0,16.095253720345692,39.97590966071286
238,22.359305031755603,638.7549294690259,0.0,0.0,0.0,0.0,0.0,19.162647884070775,41.521952915826375
239,27.814889088599585,459.16398341640536,0.0,0.0,0.0,0.0,0.0,13.77491950249216,41.589808591091746
240,25.278124616101266,721.9199360328273,0.0,0.0,0.0,0.0,0.0,21.65759808098482,46.935722697086085
241,28.9356605693126,644.8478437546971,0.0,0.0,0.0,0.0,0.0,19.345435312640916,48.28109588195352
242,27.991990729750682,505.17062064894606,0.0,0.0,0.0,0.0,0.0,15.15511861946838,43.147109349219065
243,27.233477524095978,559.5165667132121,0.0,0.0,0.0,0.0,0.0,16.785497001396365,44.01897452549234
244,26.67511201118331,469.6402543235436,0.0,0.0,0.0,0.0,0.0,14.089207629706308,40.76431964088962
245,21.538417159967,518.637225174414,0.0,0.0,0.0,0.0,0.0,15.55911675523242,37.09753391519942
246,77.45735834413571,564.4773766590062,0.0018750000000000001,0.01,187.50000000000003,150.0,150.0,16.934321299770183,581.891679643906
247,73.27684384476296,497.4084344922653,0.0018750000000000001,0.0,187.50000000000003,0.0,0.0,14.922253034767959,275.69909687953094
